file_name,url,file_size,modification_date,author,subject,keywords,creation_date,producer,number_of_pages,version,source
ComunicadoPrensa.pdf,http://www.slc.gov/wp-content/uploads/2020/06/ComunicadoPrensa.pdf,52.7KB,2020-06-12 00:23:55+00:00,"Bier, David",,,2020-06-12 00:23:55+00:00,,1,%PDF-1.7,https://www.slc.gov/blog/2020/06/11/mayor-mendenhall-issues-11th-emergency-proclamation/
Proclamacion-No-11-outdoor-dining-and-retail1_SPANISH_F4.pdf,http://www.slc.gov/wp-content/uploads/2020/06/Proclamacion-No-11-outdoor-dining-and-retail1_SPANISH_F4.pdf,256.1KB,2020-06-12 01:41:24+02:00,Renato Rios Gonzalez,,,2020-06-12 01:41:21+02:00,Adobe PDF Library 20.9.95,3,%PDF-1.6,https://www.slc.gov/blog/2020/06/11/mayor-mendenhall-issues-11th-emergency-proclamation/
INSTRUCTIONS,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2020/06/Emergency-Proclamation-No-11-outdoor-dining-and-retail112.pdf,1.2MB,2020-06-11 18:12:09-06:00,LK4614,,,2020-06-11 14:16:37-06:00,Microsoft: Print To PDF,2,%PDF-1.7,https://www.slc.gov/blog/2020/06/11/mayor-mendenhall-issues-11th-emergency-proclamation/
covid decision tree,https://www.slc.gov/wp-content/uploads/2020/07/COVID-19-Symptoms-Decision-Tree.pdf,76.7KB,2020-05-13 16:58:24-06:00,Christie,,"DAD7bZaRODQ,BAD3dn6sZO8",2020-05-06 23:04:53+00:00,Canva,4,%PDF-1.6,https://www.slc.gov/ramp/
Spanish_Public-invited-to-join-Mayor-Mendenhall-for-a-bike-ride-during-National-Bike-Month.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/05/Spanish_Public-invited-to-join-Mayor-Mendenhall-for-a-bike-ride-during-National-Bike-Month.pdf,92.4KB,2024-05-15 18:35:33+00:00,,,,2024-05-15 18:35:33+00:00,macOS Version 12.7.4 (Build 21H1123) Quartz PDFContext,1,%PDF-1.3,https://www.slc.gov/blog/2024/05/15/public-invited-to-join-mayor-mendenhall-for-a-bike-ride-during-national-bike-month/
Microsoft Word - GO BOND spanish,http://www.slc.gov/wp-content/uploads/2022/10/GO-BOND-spanish.pdf,32.4KB,2022-10-19 18:34:36+00:00,,,,2022-10-19 18:34:36+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,1,%PDF-1.3,https://www.slc.gov/blog/2022/10/10/salt-lake-city-invites-registered-voters-to-weigh-in-on-the-parks-trails-and-open-space-bond/
21d.pdf,http://www.slcdocs.com/Planning/Projects/Current%20Initiatives/21d.pdf,1.7MB,2017-02-23 15:15:15-07:00,,,,2017-02-23 15:15:07-07:00,Adobe PDF Library 10.0.1,22,%PDF-1.7,https://www.slc.gov/blog/2017/06/08/salt-lake-city-seeks-feedback-on-proposed-roadway-redesign-of-2100-south/
EBMP.pdf,http://www.slcdocs.com/Planning/MasterPlansMaps/EBMP.pdf,34.1MB,2017-02-28 15:05:46-07:00,,,,2017-02-28 15:03:38-07:00,Adobe PDF Library 10.0.1,130,%PDF-1.7,https://www.slc.gov/blog/2017/06/08/salt-lake-city-seeks-feedback-on-proposed-roadway-redesign-of-2100-south/
SHMP.pdf,http://www.slcdocs.com/Planning/MasterPlansMaps/SHMP.pdf,3.5MB,2009-04-29 17:14:22-06:00,,,,2007-09-18 18:42:29-06:00,Adobe PDF Library 7.0,23,%PDF-1.6,https://www.slc.gov/blog/2017/06/08/salt-lake-city-seeks-feedback-on-proposed-roadway-redesign-of-2100-south/
SB272-Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/03/SB272-Spanish.pdf,37.3KB,2024-03-01 20:37:50+00:00,,,,2024-03-01 20:37:50+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,1,%PDF-1.3,https://www.slc.gov/blog/2024/03/01/joint-statement-on-the-passage-of-s-b-272/
2024-11_MySLC-Infographic-English.pdf,http://www.slc.gov/wp-content/uploads/2024/12/2024-11_MySLC-Infographic-English.pdf,110.9KB,2024-12-17 11:46:00-07:00,,,,2024-12-17 11:46:00-07:00,Adobe PDF Library 17.0,1,%PDF-1.6,https://www.slc.gov/myslc/
2024-11_MySLC-Infographic-Spanish.pdf,http://www.slc.gov/wp-content/uploads/2024/12/2024-11_MySLC-Infographic-Spanish.pdf,112.9KB,2024-12-17 11:44:17-07:00,,,,2024-12-17 11:44:17-07:00,Adobe PDF Library 17.0,1,%PDF-1.6,https://www.slc.gov/myslc/
Mayor-Exercise-of-Emergency-Power-B-Arctic-Temps-Elk-202355.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2023/03/Mayor-Exercise-of-Emergency-Power-B-Arctic-Temps-Elk-202355.pdf,1.3MB,2023-03-03 18:38:11+00:00,,,,2023-03-03 00:32:29+00:00,"macOS Version 12.4 (Build 21F79) Quartz PDFContext, AppendMode 1.1",2,%PDF-1.6,https://www.slc.gov/blog/2023/03/03/salt-lake-city-issues-order-temporarily-requiring-dogs-to-be-on-leash-in-parleys-historic-nature-park-due-to-elk-herd/
Microsoft Word - 49406-49406_Orellana_Emergency_ProclamationDec2022_12212022_Spanish[96].docx,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2022/12/Emergency_ProclamationDec2022_12212022_Spanish96.pdf,30.6KB,2022-12-21 19:08:27+00:00,,,,2022-12-21 19:08:27+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,1,%PDF-1.3,https://www.slc.gov/blog/2022/12/20/mayor-mendenhall-issues-order-to-expand-shelter-capacity-in-salt-lake-city-amid-freezing-temperatures-county-and-state-partners-commit-additional-resources/
translate,https://translate.google.com/translate?hl=en&prev=_t&sl=en&tl=es&u=http://jobs.utah.gov/covid19/snapfaq.pdf,167.6KB,2023-01-04 21:52:32+00:00,,,,2023-01-04 21:52:32+00:00,Skia/PDF m108,3,%PDF-1.4,https://www.slc.gov/spanish-faq-servicios-de-comida/
SLCPLNeedsAssessment.pdf,https://www.slcdocs.com/parks/SLCPLNeedsAssessment.pdf,12.9MB,2019-05-17 11:27:14-06:00,,,,2019-05-17 11:25:01-06:00,Adobe PDF Library 15.0,136,%PDF-1.5,https://www.slc.gov/blog/2020/08/26/salt-lake-city-asks-for-community-input-to-kick-off-development-of-new-public-lands-master-plan-reimagine-nature/
Spanish - Salt Lake City launches third year of microgrants to increase food access & gardening,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2025/02/Spanish-Salt-Lake-City-launches-third-year-of-microgrants-to-increase-food-access-gardening.pdf,73.4KB,2025-02-06 18:41:50+00:00,"Detrick, Ashley",,,2025-02-06 18:41:50+00:00,macOS Version 15.1 (Build 24B83) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2025/02/05/salt-lake-city-launches-third-year-of-microgrants-to-increase-food-access-gardening/
Spanish-Optimized-waste-and-recycling-collection-routes-to-improve-efficiency-service-in-Salt-Lake-City.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2025/01/Spanish-Optimized-waste-and-recycling-collection-routes-to-improve-efficiency-service-in-Salt-Lake-City.pdf,90.6KB,2025-01-09 22:05:37+00:00,,,,2025-01-09 22:05:37+00:00,macOS Version 15.1 (Build 24B83) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2025/01/09/new-year-new-pickup-day-optimized-waste-and-recycling-collection-routes-to-improve-efficiency-service-in-salt-lake-city/
